% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=905036, Mon Dec 15 12:42:40 2025, <python>{}</python>
1 6 0.19126277472202216 0 0 0.18388295041208794 0.18615150191520802
2 12 0.153806225134113 0 0 0.14179447798023384 0.12385464362582696
3 18 0.13858221419137534 0 0 0.133962923251678 0.08906086506344282
4 24 0.11694691184470879 0 0 0.10034549855188621 0.06946772474828265
5 30 0.12246681058566976 0 0 0.09198400652607903 0.08057636767194525
6 36 0.09000417161499162 0 0 0.057923685560717704 0.054980488824476016
7 42 0.09447123647282028 0 0 0.05612854192261037 0.060956387299737014
8 48 0.0711112998286842 0 0 0.03661960702144039 0.043344570513120066
9 54 0.06326475110975732 0 0 0.026086941847902882 0.03967459760688463
10 60 0.06587838858953184 0 0 0.026713768331732723 0.04257120502188737
11 66 0.05773954622079028 0 0 0.02275527260046177 0.0313594103743364
12 72 0.04757115066966048 0 0 0.015033795542414921 0.024730128782578333
13 78 0.045985904840795844 0 0 0.015655405473541655 0.019170752119460222
14 84 0.051519428043204044 0 0 0.019310583509401267 0.02157632119409404
15 90 0.043973309228134694 0 0 0.015812566284298012 0.01642172590743545
16 96 0.03920787799281179 0 0 0.012644183602790278 0.013689838580309964
17 102 0.038846210608900186 0 0 0.013135579333159439 0.01182492180009053
18 108 0.030505035419759588 0 0 0.00900338981153021 0.008270512100253568
19 114 0.026639923279865016 0 0 0.006055208345357938 0.0074491886285721716
20 120 0.029083943581161384 0 0 0.0057010160566551196 0.009155330907072991
21 126 0.03212470077071986 0 0 0.007393607059309833 0.00810610785995835
22 132 0.025841227038735134 0 0 0.005683960207837671 0.005556575601804054
23 138 0.022771896607218997 0 0 0.004311467968488902 0.004738991605881278
24 144 0.016369424330012233 0 0 0.0026947716023093754 0.0030745495878898
25 150 0.014850188703495514 0 0 0.0022728225111872083 0.002539668567282984
26 156 0.01251124443591057 0 0 0.001736306231016319 0.001947176326773974
27 162 0.01190903577720819 0 0 0.0018316670275154723 0.0014660206105750074
28 168 0.013511510181665224 0 0 0.002208669478985918 0.0015906468871859127
29 174 0.01864960900068011 0 0 0.002454302231042121 0.003085975636191222
30 180 0.020003865945680804 0 0 0.0024696879630740627 0.0031163174072311273
31 186 0.020676804069696225 0 0 0.0026189965732893727 0.003006012545701295
32 192 0.017057593541498727 0 0 0.002203242300193179 0.002121639586692464
33 198 0.016553783659553345 0 0 0.0020768550387218073 0.0017814491561427327
34 204 0.014977230387829004 0 0 0.0016798560086397996 0.0014335968778192048
35 210 0.013519782164264641 0 0 0.0012969832586298767 0.0013029543848562051
36 216 0.010195325540365108 0 0 0.0008333722521243814 0.0008753886363048843
37 222 0.009429722748229693 0 0 0.0008237720875541207 0.0006584535586563871
38 228 0.00894750286898669 0 0 0.0007993114565207473 0.0005610880612231621
39 234 0.009597503945254023 0 0 0.0009758502024219568 0.0004973188413846395
40 240 0.008149670931454469 0 0 0.0008017954293845138 0.00035573292296525537
41 246 0.009742282686599844 0 0 0.0008151278760546311 0.0005207615195024411
42 252 0.007420662327322244 0 0 0.0006065051687592413 0.0003427959847205818
43 258 0.00724277502345339 0 0 0.0005020318667782687 0.00033334265518374535
44 264 0.009004603393839983 0 0 0.0007145753692120883 0.00045947736113091805
45 270 0.008108311608580873 0 0 0.0005809073811611384 0.00037811352292393296
46 276 0.00613286035031959 0 0 0.0003816746107190931 0.00027385439383381297
47 282 0.006060360430135147 0 0 0.0003336062632177085 0.0002903414683971252
48 288 0.0053447332345921495 0 0 0.00024188626562165815 0.0002644013062319476
49 294 0.005094831122226068 0 0 0.00020469579123013297 0.0002294472361622486
50 300 0.004820511424092679 0 0 0.00017858130216825358 0.00020856798477251809
